(10490, 3, 49, 12, 13)
(10491, 113, 142, 16, 19)
(10492, 51, 111, 12, 20)
(10493, 24, 59, 4, 17)
(10494, 48, 55, 16, 5)
(10495, 29, 74, 10, 29)
(10496, 132, 78, 16, 4)
(10497, 73, 100, 16, 21)
(10498, 77, 33, 14, 19)
(10499, 26, 113, 10, 24)
(10500, 120, 37, 4, 7)
(10501, 100, 13, 10, 14)
(10502, 108, 118, 10, 5)
(10503, 96, 80, 8, 23)
(10504, 66, 118, 4, 13)
(10505, 52, 142, 8, 6)
(10506, 87, 113, 14, 17)
(10507, 121, 91, 8, 14)
(10508, 120, 132, 16, 28)
(10509, 110, 127, 4, 12)
(10510, 14, 132, 6, 12)
(10511, 122, 23, 12, 2)
(10512, 138, 3, 4, 4)
(10513, 21, 43, 8, 25)
(10514, 76, 125, 14, 12)
(10515, 47, 24, 14, 21)
(10516, 132, 60, 6, 17)
(10517, 30, 93, 16, 18)
(10518, 39, 133, 16, 19)
(10519, 31, 24, 12, 14)
(10520, 142, 88, 12, 25)
(10521, 31, 118, 16, 21)
(10522, 94, 74, 4, 5)
(10523, 96, 80, 16, 12)
(10524, 117, 34, 8, 11)
(10525, 106, 65, 14, 11)
(10526, 80, 25, 12, 26)
(10527, 26, 45, 8, 10)
(10528, 56, 55, 14, 8)
(10529, 61, 70, 14, 7)
(10530, 87, 136, 6, 26)
(10531, 28, 90, 16, 19)
(10532, 8, 112, 14, 25)
(10533, 93, 112, 12, 20)
(10534, 17, 112, 16, 5)
(10535, 44, 24, 12, 4)
(10536, 119, 122, 10, 12)
(10537, 42, 76, 10, 15)
(10538, 136, 86, 6, 24)
(10539, 83, 133, 8, 23)
(10540, 45, 26, 4, 4)
(10541, 105, 136, 12, 25)
(10542, 120, 35, 14, 5)
(10543, 121, 24, 16, 1)
(10544, 101, 70, 4, 13)
(10545, 85, 29, 14, 26)
(10546, 56, 59, 6, 4)
(10547, 55, 39, 16, 17)
(10548, 30, 109, 14, 3)
(10549, 38, 117, 16, 1)
(10550, 20, 104, 12, 12)
(10551, 104, 17, 14, 6)
(10552, 11, 82, 16, 27)
(10553, 126, 112, 14, 12)
(10554, 135, 89, 16, 6)
(10555, 106, 37, 8, 10)
(10556, 65, 69, 6, 21)
(10557, 128, 55, 6, 24)
(10558, 33, 127, 12, 17)
(10559, 115, 135, 14, 27)
(10560, 76, 99, 4, 16)
(10561, 86, 12, 8, 27)
(10562, 44, 24, 14, 22)
(10563, 23, 118, 14, 1)
(10564, 58, 61, 12, 21)
(10565, 9, 112, 8, 20)
(10566, 12, 86, 14, 1)
(10567, 118, 21, 4, 24)
(10568, 79, 59, 8, 23)
(10569, 52, 118, 10, 21)
(10570, 109, 18, 14, 18)
(10571, 100, 14, 4, 1)
(10572, 44, 79, 12, 3)
(10573, 121, 98, 16, 12)
(10574, 1, 70, 14, 24)
(10575, 29, 14, 10, 24)
(10576, 76, 116, 10, 16)
(10577, 72, 95, 6, 18)
(10578, 114, 118, 10, 24)
(10579, 106, 117, 14, 27)
(10580, 125, 113, 4, 14)
(10581, 55, 90, 12, 7)
(10582, 81, 33, 14, 16)
(10583, 105, 113, 10, 6)
(10584, 10, 95, 16, 20)
(10585, 36, 5, 14, 8)
(10586, 73, 33, 6, 17)
(10587, 142, 92, 6, 23)
(10588, 68, 112, 4, 25)
(10589, 59, 118, 8, 12)
(10590, 33, 62, 6, 1)
(10591, 88, 24, 6, 26)
(10592, 24, 88, 8, 17)
(10593, 74, 94, 4, 18)
(10594, 36, 15, 16, 4)
(10595, 37, 13, 16, 3)
(10596, 104, 67, 14, 19)
(10597, 139, 127, 16, 20)
(10598, 86, 15, 16, 10)
(10599, 63, 93, 12, 8)
(10600, 135, 142, 16, 6)
(10601, 124, 62, 14, 9)
(10602, 10, 95, 14, 3)
(10603, 77, 64, 6, 8)
(10604, 131, 112, 14, 21)
(10605, 79, 133, 10, 5)
(10606, 17, 69, 12, 20)
(10607, 67, 106, 6, 19)
(10608, 17, 112, 6, 2)
(10609, 142, 88, 4, 8)
(10610, 50, 135, 10, 24)
(10611, 100, 27, 4, 19)
(10612, 98, 21, 16, 28)
(10613, 42, 51, 8, 14)
(10614, 123, 117, 4, 5)
(10615, 136, 26, 10, 2)
(10616, 38, 93, 8, 22)
(10617, 142, 136, 10, 27)
(10618, 127, 1, 14, 25)
(10619, 65, 120, 12, 26)
(10620, 136, 95, 8, 25)
(10621, 3, 90, 6, 10)
(10622, 36, 15, 10, 7)
(10623, 38, 93, 16, 18)
(10624, 28, 90, 14, 1)
(10625, 19, 122, 16, 3)
(10626, 118, 114, 10, 8)
(10627, 101, 58, 6, 3)
(10628, 121, 118, 8, 13)
(10629, 78, 80, 4, 5)
(10630, 7, 58, 14, 24)
(10631, 126, 69, 4, 24)
(10632, 29, 70, 16, 14)
(10633, 45, 22, 12, 27)
(10634, 29, 75, 16, 27)
(10635, 103, 80, 8, 20)
(10636, 84, 127, 4, 21)
(10637, 86, 136, 12, 12)
(10638, 33, 85, 6, 2)
(10639, 95, 113, 8, 22)
(10640, 100, 62, 14, 20)
(10641, 135, 46, 14, 21)
(10642, 139, 34, 12, 3)
(10643, 71, 104, 6, 7)
(10644, 60, 132, 14, 26)
(10645, 69, 35, 10, 18)
(10646, 87, 130, 8, 21)
(10647, 87, 135, 14, 26)
(10648, 109, 73, 4, 7)
(10649, 134, 117, 6, 21)
(10650, 32, 80, 12, 5)
(10651, 115, 133, 16, 14)
(10652, 129, 37, 14, 17)
(10653, 103, 117, 14, 20)
(10654, 51, 4, 4, 16)
(10655, 140, 58, 4, 28)
(10656, 63, 132, 8, 25)
(10657, 40, 80, 16, 21)
(10658, 43, 113, 12, 29)
(10659, 116, 133, 4, 24)
(10660, 130, 105, 8, 14)
(10661, 48, 55, 14, 29)
(10662, 81, 139, 8, 2)
(10663, 62, 124, 16, 1)
(10664, 31, 24, 16, 6)
(10665, 37, 106, 8, 2)
(10666, 141, 34, 14, 1)
(10667, 88, 24, 8, 21)
(10668, 66, 24, 12, 11)
(10669, 48, 55, 4, 9)
(10670, 102, 86, 10, 26)
(10671, 132, 54, 8, 2)
(10672, 42, 133, 14, 5)
(10673, 77, 67, 8, 29)
(10674, 136, 97, 10, 17)
(10675, 121, 125, 12, 9)
(10676, 3, 49, 4, 15)
(10677, 60, 132, 14, 11)
(10678, 12, 125, 4, 6)
(10679, 139, 62, 16, 24)
(10680, 55, 138, 8, 29)
(10681, 88, 118, 8, 19)
(10682, 81, 64, 12, 2)
(10683, 71, 62, 6, 4)
(10684, 89, 135, 14, 29)
(10685, 24, 88, 8, 5)
(10686, 63, 33, 12, 19)
(10687, 80, 13, 14, 11)
(10688, 32, 64, 12, 3)
(10689, 96, 132, 10, 1)
(10690, 37, 30, 10, 16)
(10691, 43, 113, 12, 21)
(10692, 18, 93, 14, 21)
(10693, 44, 79, 14, 11)
(10694, 136, 118, 4, 5)
(10695, 6, 133, 12, 27)
(10696, 39, 133, 6, 16)
(10697, 49, 51, 10, 14)
(10698, 62, 137, 8, 5)
(10699, 102, 91, 14, 19)
(10700, 12, 118, 16, 13)
(10701, 130, 4, 6, 22)
(10702, 82, 50, 4, 10)
(10703, 92, 125, 16, 22)
(10704, 118, 3, 10, 6)
(10705, 68, 70, 10, 7)
(10706, 112, 9, 8, 10)
(10707, 143, 118, 4, 9)
(10708, 51, 4, 16, 14)
(10709, 138, 76, 8, 3)
(10710, 135, 89, 6, 26)
(10711, 65, 127, 6, 15)
(10712, 75, 33, 4, 10)
(10713, 6, 82, 10, 24)
(10714, 10, 90, 16, 7)
(10715, 88, 122, 4, 5)
(10716, 46, 5, 4, 23)
(10717, 106, 35, 6, 16)
(10718, 92, 90, 16, 27)
(10719, 101, 112, 14, 2)
(10720, 115, 135, 4, 12)
(10721, 141, 104, 8, 11)
(10722, 9, 112, 14, 19)
(10723, 133, 122, 4, 21)
(10724, 133, 138, 10, 25)
(10725, 87, 92, 16, 23)
(10726, 32, 93, 14, 17)
(10727, 130, 105, 12, 1)
(10728, 114, 118, 10, 28)
(10729, 52, 79, 6, 2)
(10730, 38, 126, 4, 26)
(10731, 26, 92, 12, 22)
(10732, 138, 76, 4, 21)
(10733, 63, 35, 12, 5)
(10734, 87, 72, 14, 16)
(10735, 29, 30, 14, 2)
(10736, 132, 32, 8, 11)
(10737, 108, 24, 6, 18)
(10738, 72, 122, 4, 18)
(10739, 45, 95, 8, 25)
(10740, 58, 20, 16, 28)
(10741, 121, 118, 12, 10)
(10742, 14, 33, 14, 19)
(10743, 142, 45, 4, 16)
(10744, 119, 122, 12, 25)
(10745, 121, 24, 4, 17)
(10746, 25, 80, 12, 13)
(10747, 72, 86, 6, 15)
(10748, 7, 104, 6, 11)
(10749, 87, 130, 8, 15)
(10750, 130, 99, 4, 8)
(10751, 88, 24, 10, 26)
(10752, 13, 126, 14, 16)
(10753, 65, 112, 14, 12)
(10754, 63, 67, 14, 5)
(10755, 33, 134, 16, 25)
(10756, 78, 80, 4, 15)
(10757, 46, 82, 4, 11)
(10758, 60, 117, 8, 21)
(10759, 69, 132, 14, 17)
(10760, 37, 103, 4, 11)
(10761, 94, 74, 6, 29)
(10762, 70, 100, 12, 5)
(10763, 38, 117, 12, 2)
(10764, 63, 64, 4, 6)
(10765, 24, 12, 6, 24)
(10766, 93, 106, 16, 13)
(10767, 95, 72, 14, 6)
(10768, 128, 135, 10, 20)
(10769, 18, 93, 14, 6)
(10770, 137, 62, 4, 1)
(10771, 71, 70, 4, 26)
(10772, 40, 64, 12, 28)
(10773, 52, 90, 10, 21)
(10774, 23, 90, 10, 8)
(10775, 81, 126, 8, 23)
(10776, 38, 35, 12, 19)
(10777, 127, 141, 10, 22)
(10778, 106, 132, 6, 22)
(10779, 6, 135, 10, 15)
(10780, 76, 79, 8, 1)
(10781, 40, 117, 14, 16)
(10782, 42, 76, 10, 23)
(10783, 71, 77, 16, 18)
(10784, 92, 95, 14, 3)
(10785, 3, 122, 16, 15)
(10786, 98, 113, 4, 26)
(10787, 32, 93, 8, 3)
(10788, 35, 30, 14, 18)
(10789, 63, 37, 4, 12)
(10790, 32, 37, 4, 12)
(10791, 74, 1, 4, 5)
(10792, 67, 81, 8, 16)
(10793, 127, 110, 6, 26)
(10794, 111, 133, 12, 17)
(10795, 143, 118, 14, 5)
(10796, 104, 33, 10, 2)
(10797, 77, 65, 14, 22)
(10798, 139, 127, 8, 20)
(10799, 114, 95, 6, 1)
(10800, 48, 55, 10, 10)
(10801, 72, 50, 4, 27)
(10802, 93, 58, 6, 5)
(10803, 61, 58, 12, 16)
(10804, 16, 24, 6, 8)
(10805, 20, 69, 8, 27)
(10806, 94, 74, 12, 20)
(10807, 108, 118, 8, 4)
(10808, 40, 64, 4, 10)
(10809, 119, 87, 16, 2)
(10810, 98, 113, 12, 19)
(10811, 86, 59, 16, 16)
(10812, 55, 46, 14, 16)
(10813, 67, 58, 16, 26)
(10814, 38, 126, 10, 27)
(10815, 112, 110, 14, 22)
(10816, 45, 4, 4, 14)
(10817, 68, 62, 16, 27)
(10818, 141, 30, 16, 13)
(10819, 84, 112, 12, 7)
(10820, 24, 5, 12, 29)
(10821, 61, 127, 8, 10)
(10822, 59, 99, 8, 7)
